PDR Number,Date Received,Type,Item Requested,Person Received,Date due,Date Complete,Request Source
P2015-4881,7/29/2015,PDR,11-284918,COUNTER,8/4/2015,Individual,
P2015-4882,7/29/2015,PDR,15-176356,EMAIL,8/5/2015,Individual,
P2015-4883,7/29/2015,PDR,15-251849,EMAIL,7/30/2015,Individual,
P2015-4884,7/29/2015,PDR,94-156500,EMAIL,8/11/2015,Individual,
P2015-4885,7/29/2015,PDR,15-95805,EMAIL,7/30/2015,Individual,
P2015-4886,7/29/2015,PDR,SPREADSHEET,EMAIL,8/26/2015,Media,
P2015-4888,7/29/2015,PDR,2015-181045,EMAIL,8/5/2015,Attorney,
P2015-4889,7/29/2015,PDR,15-246744,EMAIL,8/4/2015,Individual,
P2015-4890,7/29/2015,PDR,18 VIDEO FILES,EMAIL,11/3/2015,Individual,
P2015-4891,7/29/2015,PDR,139 VIDEO FILES (Actually 127),EMAIL,-,Individual,
P2015-4892,7/29/2015,PDR,2014-0689,EMAIL,9/10/2015,Attorney,
P2015-4893,7/29/2015,PDR,BIKE RELATED MATERIALS,EMAIL,-,Individual,
P2015-4894,7/29/2015,PDR,EVERY SPD DATABASE,EMAIL,8/3/2015,Media,
P2015-4895,7/29/2015,PDR,94-156500,EMAIL,8/19/2015,Individual,
P2015-4896,7/29/2015,PDR,15-158833,EMAIL,8/5/2015,Individual,
P2015-4897,7/29/2015,PDR,ALL REPORTS,EMAIL,8/4/2015,Attorney,
P2015-4898,7/29/2015,PDR,14-362883?,EMAIL,8/10/2015,Attorney,
P2015-4899,7/29/2015,PDR,15-241970,EMAIL,8/1/2015,Attorney,
P2015-4900,7/29/2015,PDR,15-17304,MAIL,8/23/2015,Attorney,
P2015-4901,7/29/2015,PDR,12704 12TH AVE NE,COUNTER,-,Individual,
P2015-4902,7/29/2015,PDR,15-229478,COUNTER,8/5/2015,Individual,
P2015-4903,7/29/2015,PDR,94-156500,EMAIL,8/11/2015,Individual,
P2015-4905,7/29/2015,PDR,15-257363,EMAIL,10/6/2015,Attorney,
P2015-4906,7/29/2015,PDR,15-249424,EMAIL,8/27/2015,Attorney,
P2015-4907,7/29/2015,PDR,15-224063,EMAIL,8/4/2015,Individual,
P2015-4908,7/29/2015,PDR,15-258154,EMAIL,8/28/2015,Individual,
P2015-4909,7/29/2015,PDR,15-217129,EMAIL,8/4/2015,Individual,
P2015-4910,7/29/2015,PDR,15-37380,MAIL,8/20/2015,Individual,
P2015-4911,7/29/2015,PDR,15-198561,MAIL,8/25/2015,Individual,
P2015-4912,7/29/2015,PDR,15-224063,FAX,8/25/2015,Attorney,
P2015-4913,7/29/2015,PDR,14-416601,EMAIL,8/4/2015,Individual,
P2015-4914,7/29/2015,PDR,15-169190,EMAIL,-,Individual,
P2015-4915,7/29/2015,PDR,15-245732,EMAIL,8/24/2015,Individual,
P2015-4916,7/30/2015,PDR,15-227667,MAIL,9/3/2015,Attorney,
P2015-4917,7/30/2015,PDR,15-209033,EMAIL,8/4/2015,Individual,
P2015-4918,7/30/2015,PDR,15-259110,COUNTER,8/27/2015,Individual,
P2015-4919,7/30/2015,PDR,2015-261170,EMAIL,11/12/2015,Media,
P2015-4920,7/30/2015,PDR,20 VIDEO FILES,EMAIL,-,Individual,
P2015-4921,7/30/2015,PDR,94-156500,EMAIL,8/11/2015,Individual,
P2015-4922,7/30/2015,PDR,2015-261170,EMAIL,8/6/2015,Media,
P2015-4923,7/30/2015,PDR,15-146202,EMAIL,8/4/2015,Attorney,
P2015-4924,7/30/2015,PDR,15-239577 & 15-239552,EMAIL,8/4/2015,Individual,
P2015-4925,7/30/2015,PDR,UNK,EMAIL,10/15/2015,Attorney,
P2015-4926,7/30/2015,PDR,2015-0052,EMAIL,10/19/2015,Individual,
P2015-4927,7/30/2015,PDR,15-0051,EMAIL,10/20/2015,Individual,
P2015-4928,7/30/2015,PDR,15-254263,EMAIL,8/4/2015,Attorney,
P2015-4929,7/30/2015,PDR,15-253734,EMAIL,8/20/2015,Attorney,
P2015-4930,7/30/2015,PDR,15-257111,EMAIL,9/15/2015,Attorney,
P2015-4931,7/30/2015,PDR,15-250939,EMAIL,8/20/2015,Individual,
P2015-4932,7/30/2015,PDR,15-259867,EMAIL,8/20/2015,Individual,
P2015-4933,7/30/2015,PDR,15-209197,EMAIL,-,Attorney,
P2015-4934,7/30/2015,PDR,ICV,EMAIL,11/9/2015,Individual,
P2015-4935,7/30/2015,PDR,15-249815,EMAIL,8/4/2015,Individual,
P2015-4936,7/30/2015,PDR,15-200941,EMAIL,8/21/2015,Attorney,
P2015-4944,7/30/2015,PDR,ALL DOCUMENTS,FAX,9/21/2015,Attorney,
P2015-4945,7/30/2015,PDR,"15-259851, 15-259938",COUNTER,8/21/2015,Individual,
P2015-4946,7/30/2015,PDR,15-249668,COUNTER,8/27/2015,Individual,
P2015-4947,7/30/2015,PDR,15-106853,COUNTER,9/3/2015,Individual,
P2015-4937,7/31/2015,PDR,"15-259938, 15-259851",EMAIL,8/21/2015,Individual,
P2015-4938,7/31/2015,PDR,15-20888,EMAIL,9/1/2015,Individual,
P2015-4939,7/31/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4940,7/31/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4941,7/31/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4942,7/31/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4943,7/31/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4948,7/31/2015,PDR,ARREST RECORD,EMAIL,9/25/2015,Individual,
P2015-4949,7/31/2015,PDR,LIST,EMAIL,9/1/2015,Individual,
P2015-4950,7/31/2015,PDR,09-315027,COUNTER,8/20/2015,Individual,
P2015-4951,7/31/2015,PDR,14-431236,COUNTER,8/27/2015,Individual,
P2015-4952,7/31/2015,PDR,13-361093,EMAIL,8/27/2015,Attorney,
P2015-4953,7/31/2015,PDR,15-259945,EMAIL,8/28/2015,Attorney,
P2015-4954,7/31/2015,PDR,15-260938,EMAIL,8/6/2015,Individual,
P2015-4955,7/31/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4956,7/31/2015,PDR,15-241888,MAIL,9/14/2015,Attorney,
P2015-4957,7/31/2015,PDR,ALL RECORDS,FAX,10/6/2015,Attorney,
P2015-4958,7/31/2015,PDR,ALL RECORDS,EMAIL,10/15/2015,Attorney,
P2015-4959,7/31/2015,PDR,ALL RECORDS,EMAIL,9/25/2015,Individual,
P2015-4960,7/31/2015,PDR,ALL RECORDS,EMAIL,-,Individual,
P2015-4961,7/31/2015,PDR,15-249912,EMAIL,8/4/2015,Attorney,
P2015-4962,7/31/2015,PDR,CFS,EMAIL,10/6/2015,Individual,
P2015-4963,7/31/2015,PDR,94-156500,EMAIL,8/5/2015,Individual,
P2015-4964,7/31/2015,PDR,ALL RECORDS,EMAIL,10/29/2015,Attorney,
P2015-4970,7/31/2015,PDR,RECORD,EMAIL,-,Individual,
P2015-4965,8/3/2015,PDR,"15-260735, 15-234958",EMAIL,8/24/2015,Individual,
P2015-4966,8/3/2015,PDR,ARREST RECORDS,EMAIL,8/9/2015,Individual,
P2015-4967,8/3/2015,PDR,FORFEITURE NOTICES,EMAIL,8/9/2015,Individual,
P2015-4968,8/3/2015,PDR,ALL EMAILS,EMAIL,-,Individual,
P2015-4969,8/3/2015,PDR,LIST,EMAIL,9/15/2015,Individual,
P2015-4971,8/3/2015,PDR,15-193601,MAIL,8/10/2015,Attorney,
P2015-4972,8/3/2015,PDR,INCIDENT REPORTS 1961-63,MAIL,8/9/2015,Individual,
P2015-4973,8/3/2015,PDR,14-295233,COUNTER,8/10/2015,Individual,
P2015-4974,8/3/2015,PDR,"INCIDENT REPORT, 911 CALL",COUNTER,10/12/2015,Individual,
P2015-4975,8/3/2015,PDR,15-262793,EMAIL,8/9/2015,Individual,
P2015-4976,8/3/2015,PDR,15-206745,EMAIL,8/10/2015,Attorney,
P2015-4977,8/3/2015,PDR,12-185793,EMAIL,8/9/2015,Attorney,
P2015-4978,8/3/2015,PDR,15-249668,EMAIL,8/9/2015,Attorney,
P2015-4979,8/3/2015,PDR,15-38584,EMAIL,8/10/2015,Media,
P2015-4982,8/3/2015,PDR,15-20888,EMAIL,8/10/2015,Individual,
P2015-4983,8/3/2015,PDR,LOGS,EMAIL,9/21/2015,Individual,
P2015-4987,8/3/2015,PDR,01-389629; 98-395808,EMAIL,8/9/2015,Attorney,
P2015-5080,8/3/2015,PDR,ICV,EMAIL,9/21/2015,Individual,
P2015-4980,8/4/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4981,8/4/2015,PDR,ICV,EMAIL,-,Individual,
P2015-4984,8/4/2015,PDR,RECORDS,EMAIL,9/6/2015,Media,
P2015-4985,8/4/2015,PDR,2007-08 DV VIC; 2013 ASSAULT VIC,EMAIL,8/9/2015,Attorney,
P2015-4986,8/4/2015,PDR,15-254655,EMAIL,8/7/2015,Media,
P2015-4988,8/4/2015,PDR,15-199036,EMAIL,8/9/2015,Individual,
P2015-4989,8/4/2015,PDR,RED LIGHT CAMERA VIDEO,EMAIL,8/10/2015,Individual,
P2015-4990,8/4/2015,PDR,15-208095,EMAIL,8/10/2015,Attorney,
P2015-4991,8/4/2015,PDR,15-265692,EMAIL,8/10/2015,Attorney,
P2015-4992,8/4/2015,PDR,15-249509,EMAIL,8/26/2015,Attorney,
P2015-4993,8/4/2015,PDR,INCIDENT REPORT,EMAIL,8/7/2015,Attorney,
P2015-4994,8/4/2015,PDR,"INCIDENT REPORT, ICV FOLLOW-UP",MAIL,10/14/2015,Individual,
P2015-4995,8/4/2015,PDR,"BAC VIDEO, ICV",MAIL,9/18/2015,Attorney,
P2015-4996,8/4/2015,PDR,INCIDENT REPORTS,MAIL,11/5/2015,Attorney,
P2015-4997,8/4/2015,PDR,15-84010,EMAIL,8/25/2015,Attorney,
P2015-4998,8/4/2015,PDR,15-252827,EMAIL,9/2/2015,Individual,
P2015-4999,8/4/2015,PDR,15-138840,EMAIL,8/10/2015,Individual,
P2015-5000,8/4/2015,PDR,15-254479,EMAIL,8/12/2015,Individual,
P2015-5001,8/4/2015,PDR,97-377689,EMAIL,8/9/2015,Attorney,
P2015-5002,8/4/2015,PDR,15-254655,EMAIL,8/7/2015,Media,
P2015-5003,8/4/2015,PDR,15-125887,COUNTER,8/9/2015,Individual,
P2015-5004,8/4/2015,PDR,DOCUMENTS,EMAIL,9/20/2015,Attorney,
P2015-5005,8/4/2015,PDR,14-321776,EMAIL,8/9/2015,Attorney,
P2015-5006,8/4/2015,PDR,13-47231,EMAIL,9/21/2015,Attorney,
P2015-5007,8/4/2015,PDR,13-404379,EMAIL,8/10/2015,Attorney,
P2015-5026,8/4/2015,PDR,15-253096,EMAIL,8/9/2015,Individual,
P2015-5008,8/5/2015,PDR,15-140995,COUNTER,8/11/2015,Individual,
P2015-5009,8/5/2015,PDR,12-251797,COUNTER,9/1/2015,Individual,
P2015-5010,8/5/2015,PDR,ICV,EMAIL,9/18/2015,Attorney,
P2015-5011,8/5/2015,PDR,15-268848,EMAIL,8/26/2015,Individual,
P2015-5012,8/5/2015,PDR,-,EMAIL,8/13/2015,Individual,
P2015-5013,8/5/2015,PDR,INCIDENT REPORT,EMAIL,8/27/2015,Attorney,
P2015-5014,8/5/2015,PDR,15-250996,EMAIL,8/11/2015,Attorney,
P2015-5015,8/5/2015,PDR,"15-102429, 15-205818",EMAIL,10/11/2015,Individual,
P2015-5016,8/5/2015,PDR,15-269472,EMAIL,8/6/2015,Individual,
P2015-5017,8/5/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5018,8/5/2015,PDR,15-210299,EMAIL,8/26/2015,Individual,
P2015-5019,8/5/2015,PDR,15-252947,EMAIL,9/3/2015,Attorney,
P2015-5024,8/5/2015,PDR,# OF SUICIDES,EMAIL,9/18/2015,Media,
P2015-5025,8/5/2015,PDR,ALL REQUEST,EMAIL,8/10/2015,Attorney,
P2015-5029,8/5/2015,PDR,15-259938,COUNTER,8/18/2015,Individual,
P2015-5020,8/6/2015,PDR,15-113273,EMAIL,10/8/2015,Attorney,
P2015-5021,8/6/2015,PDR,CIT 702145657,EMAIL,8/7/2015,Individual,
P2015-5022,8/6/2015,PDR,ALL REPORTS,EMAIL,10/12/2015,Individual,
P2015-5023,8/6/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5027,8/6/2015,PDR,15-81444,COUNTER,9/7/2015,Individual,
P2015-5028,8/6/2015,PDR,ALL INCIDENT REPORT,COUNTER,-,Individual,
P2015-5030,8/6/2015,PDR,15-187378,COUNTER,8/13/2015,Individual,
P2015-5031,8/6/2015,PDR,15-224732,EMAIL,9/14/2015,Attorney,
P2015-5032,8/6/2015,PDR,13-154834,EMAIL,9/8/2015,Attorney,
P2015-5033,8/6/2015,PDR,ALL REPORT,EMAIL,8/13/2015,Attorney,
P2015-5034,8/6/2015,PDR,EMAILS,EMAIL,10/21/2015,Individual,
P2015-5035,8/6/2015,PDR,15-270767,EMAIL,10/15/2015,Individual,
P2015-5036,8/6/2015,PDR,ALL SPD CONTACT,EMAIL,9/24/2015,Individual,
P2015-5037,8/6/2015,PDR,15-245455,EMAIL,8/20/2015,Attorney,
P2015-5039,8/6/2015,PDR,15-259220,EMAIL,9/21/2015,Individual,
P2015-5040,8/6/2015,PDR,15-234130,COUNTER,9/17/2015,Individual,
P2015-5041,8/6/2015,PDR,15-200523,MAIL,8/13/2015,Individual,
P2015-5042,8/6/2015,PDR,15-250265,MAIL,10/6/2015,Attorney,
P2015-5043,8/6/2015,PDR,15-248430,COUNTER,9/25/2015,Individual,
P2015-5044,8/6/2015,PDR,15-147694,FAX,9/25/2015,Attorney,
P2015-5045,8/6/2015,PDR,OPA FILE,EMAIL,8/26/2015,Individual,
P2015-5046,8/6/2015,PDR,WB 520 NEAR BRIDGE,EMAIL,8/7/2015,Attorney,
P2015-5047,8/6/2015,PDR,13-356076,COUNTER,9/3/2015,Individual,
P2015-5104,8/6/2015,PDR,INCIDENT REPORT,EMAIL,8/13/2015,Attorney,
P2015-5038,8/7/2015,PDR,15-240736,EMAIL,8/14/2015,Individual,
P2015-5048,8/7/2015,PDR,FORTEITURE NOTICES FOR PAST 7 DAYS,EMAIL,8/14/2015,Attorney,
P2015-5049,8/7/2015,PDR,15-83826,FAX,8/14/2015,Attorney,
P2015-5050,8/7/2015,PDR,13-273376,FAX,9/24/2015,Attorney,
P2015-5051,8/7/2015,PDR,INCIDENT REPORT,COUNTER,8/14/2015,Individual,
P2015-5052,8/7/2015,PDR,ALL DOCUMENTS,COUNTER,9/25/2015,Individual,
P2015-5053,8/7/2015,PDR,14-419958,COUNTER,9/22/2015,Individual,
P2015-5054,8/7/2015,PDR,15-133044,COUNTER,8/14/2015,Individual,
P2015-5055,8/7/2015,PDR,15-266573,COUNTER,8/14/2015,Individual,
P2015-5056,8/7/2015,PDR,ALL REPORTS,COUNTER,10/16/2015,Individual,
P2015-5057,8/7/2015,PDR,"15-81760, 15-252922, 15-252767",MAIL,-,Attorney,
P2015-5058,8/7/2015,PDR,INCIDENT REPORTS,FAX,8/28/2015,Attorney,
P2015-5059,8/7/2015,PDR,13-172117,MAIL,9/17/2015,Attorney,
P2015-5060,8/7/2015,PDR,15-242151,MAIL,9/11/2015,Attorney,
P2015-5061,8/7/2015,PDR,15-270717,EMAIL,8/28/2015,Attorney,
P2015-5062,8/7/2015,PDR,15-272294,EMAIL,9/10/2015,Attorney,
P2015-5063,8/7/2015,PDR,ICV,EMAIL,-,Individual,
P2015-5064,8/7/2015,PDR,15-240993,EMAIL,9/29/2015,Individual,
P2015-5099,8/7/2015,PDR,HATE CRIMES,EMAIL,-,Media,
P2015-5100,8/7/2015,PDR,15-266387,EMAIL,8/28/2015,Individual,
P2015-5102,8/7/2015,PDR,15-266872,EMAIL,8/14/2015,Attorney,
P2015-5103,8/7/2015,PDR,"14-361459, 14-285860, 14-320443",EMAIL,9/17/2015,Attorney,
P2015-4904,8/8/2015,PDR,94-156500,EMAIL,8/11/2015,Individual,
P2015-5065,8/10/2015,PDR,CFS,EMAIL,9/13/2015,Individual,
P2015-5066,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5067,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5068,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5069,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5070,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5071,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5072,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5073,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5074,8/10/2015,PDR,RECORDS,EMAIL,8/16/2015,Individual,
P2015-5075,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5076,8/10/2015,PDR,RECORDS,EMAIL,8/16/2015,Individual,
P2015-5077,8/10/2015,PDR,RECORDS,EMAIL,8/16/2015,Individual,
P2015-5078,8/10/2015,PDR,RECORDS,EMAIL,8/16/2015,Individual,
P2015-5079,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5081,8/10/2015,PDR,15-258047,EMAIL,8/16/2015,Individual,
P2015-5082,8/10/2015,PDR,RECORDS,EMAIL,9/6/2015,Individual,
P2015-5083,8/10/2015,PDR,RECORDS,EMAIL,8/16/2015,Individual,
P2015-5084,8/10/2015,PDR,RECORDS,EMAIL,8/16/2015,Individual,
P2015-5085,8/10/2015,PDR,DOCUMENTS,EMAIL,-,Media,
P2015-5086,8/10/2015,PDR,15-270330,EMAIL,8/16/2015,Attorney,
P2015-5087,8/10/2015,PDR,REPORTS,EMAIL,8/16/2015,Individual,
P2015-5088,8/10/2015,PDR,VIDEO,EMAIL,8/16/2015,Media,
P2015-5089,8/10/2015,PDR,15-250326,EMAIL,8/17/2015,Attorney,
P2015-5090,8/10/2015,PDR,ALL INCIDENTS,EMAIL,10/26/2015,Attorney,
P2015-5091,8/10/2015,PDR,15-207571,EMAIL,8/17/2015,Individual,
P2015-5092,8/10/2015,PDR,15-179504,EMAIL,9/2/2015,Attorney,
P2015-5093,8/10/2015,PDR,15-221037,EMAIL,8/16/2015,Individual,
P2015-5094,8/10/2015,PDR,ARREST REPORTS,EMAIL,8/16/2015,Individual,
P2015-5095,8/10/2015,PDR,10-198317,MAIL,11/10/2015,Inmate,
P2015-5096,8/10/2015,PDR,15-169576,COUNTER,8/16/2015,Individual,
P2015-5097,8/10/2015,PDR,15-223102,COUNTER,9/23/2015,Individual,
P2015-5098,8/10/2015,PDR,ALL WRITTEN COMMUNITION,MAIL,10/29/2015,Attorney,
P2015-5112,8/10/2015,PDR,15-260247,FAX,8/19/2015,Attorney,
P2015-5113,8/10/2015,PDR,RECORDS,MAIL,8/16/2015,Attorney,
P2015-5154,8/10/2015,PDR,15-268557,EMAIL,8/17/2015,Individual,
P2015-5105,8/11/2015,PDR,15-294901,EMAIL,8/17/2015,Attorney,
P2015-5106,8/11/2015,PDR,ALL REPORTS,EMAIL,8/17/2015,Attorney,
P2015-5107,8/11/2015,PDR,15-269472,EMAIL,-,Attorney,
P2015-5108,8/11/2015,PDR,15-261178,EMAIL,8/18/2015,Attorney,
P2015-5109,8/11/2015,PDR,PROTOCOLS ON ACTIVATION OF EMERGENCY MANA,EMAIL,8/11/2015,Individual,
P2015-5110,8/11/2015,PDR,CRIME REPORT,EMAIL,9/15/2015,Individual,
P2015-5111,8/11/2015,PDR,15-263564,EMAIL,8/16/2015,Media,
P2015-5114,8/11/2015,PDR,2014 STATS,EMAIL,10/2/2015,Individual,
P2015-5115,8/11/2015,PDR,15-154492,EMAIL,8/18/2015,Attorney,
P2015-5116,8/11/2015,PDR,15-257489,EMAIL,8/16/2015,Attorney,
P2015-5117,8/11/2015,PDR,15-266294,EMAIL,8/24/2015,Attorney,
P2015-5118,8/11/2015,PDR,15-276365,EMAIL,8/18/2015,Attorney,
P2015-5119,8/11/2015,PDR,2015-266984,EMAIL,8/18/2015,Attorney,
P2015-5120,8/11/2015,PDR,1-1-00 TO 8-6-15,EMAIL,-,Attorney,
P2015-5122,8/11/2015,PDR,2015-228581,EMAIL,8/12/2015,Individual,
P2015-5123,8/11/2015,PDR,2015-191119,EMAIL,8/12/2015,Individual,
P2015-5124,8/11/2015,PDR,911,EMAIL,8/23/2015,Media,
P2015-5125,8/11/2015,PDR,14-348440,COUNTER,8/16/2015,Individual,
P2015-5126,8/11/2015,PDR,14-62644,COUNTER,8/23/2015,Individual,
P2015-5127,8/11/2015,PDR,15-277299,COUNTER,8/16/2015,Individual,
P2015-5128,8/11/2015,PDR,15-267652,COUNTER,8/23/2015,Individual,
P2015-5129,8/11/2015,PDR,12-275251,COUNTER,8/16/2015,Individual,
P2015-5130,8/11/2015,PDR,05-527068,COUNTER,8/16/2015,Individual,
P2015-5131,8/11/2015,PDR,13-171347,EMAIL,8/16/2015,Individual,
P2015-5132,8/11/2015,PDR,15-270600,EMAIL,8/13/2015,Individual,
P2015-5133,8/11/2015,PDR,15-259749,FAX,8/16/2015,Individual,
P2015-5121,8/12/2015,PDR,11-149115; 11-349457,EMAIL,10/11/2015,Attorney,
P2015-5134,8/12/2015,PDR,15-279078,EMAIL,8/19/2015,Media,
P2015-5135,8/12/2015,PDR,2013 HOMICIDE STATS,EMAIL,8/12/2015,Individual,
P2015-5136,8/12/2015,PDR,SPD VEHICLE SELECTION,EMAIL,8/12/2015,Individual,
P2015-5137,8/12/2015,PDR,ALL 911 CALLS,FAX,-,Attorney,
P2015-5138,8/12/2015,PDR,15-257791,COUNTER,9/10/2015,Individual,
P2015-5139,8/12/2015,PDR,15-265807,COUNTER,10/1/2015,Individual,
P2015-5140,8/12/2015,PDR,15-272596,COUNTER,10/8/2015,Individual,
P2015-5141,8/12/2015,PDR,15-263706,EMAIL,9/29/2015,Individual,
P2015-5142,8/12/2015,PDR,DOCUMENTS,EMAIL,9/24/2015,Media,
P2015-5143,8/12/2015,PDR,ALL DOCUMENTS,EMAIL,9/29/2015,Attorney,
P2015-5144,8/12/2015,PDR,OPA DOCUMENTS,EMAIL,9/25/2015,Attorney,
P2015-5145,8/12/2015,PDR,DOCUMENTS,EMAIL,9/24/2015,Individual,
P2015-5146,8/12/2015,PDR,DOCUMENTS,EMAIL,9/24/2015,Individual,
P2015-5147,8/12/2015,PDR,DOCUMENTS,EMAIL,9/24/2015,Individual,
P2015-5148,8/12/2015,PDR,15-268288,EMAIL,8/18/2015,Individual,
P2015-5149,8/12/2015,PDR,ALL REPORT,EMAIL,10/1/2015,Individual,
P2015-5150,8/12/2015,PDR,"911 CALL, ICV",EMAIL,-,Media,
P2015-5151,8/12/2015,PDR,15-276365,EMAIL,8/18/2015,Individual,
P2015-5152,8/12/2015,PDR,11-121096,EMAIL,8/18/2015,Attorney,
P2015-5162,8/12/2015,PDR,ALL DOCUMENTS,EMAIL,9/18/2015,Media,
P2015-5186,8/12/2015,PDR,RECORDS,EMAIL,10/30/2015,Individual,
P2015-5153,8/13/2015,PDR,15-268093,EMAIL,8/20/2015,Individual,
P2015-5155,8/13/2015,PDR,CFS,EMAIL,11/1/2015,Attorney,
P2015-5156,8/13/2015,PDR,15-219081,COUNTER,8/25/2015,Individual,
P2015-5157,8/13/2015,PDR,13-189549,FAX,10/1/2015,Individual,
P2015-5158,8/13/2015,PDR,15-213430,EMAIL,8/25/2015,Individual,
P2015-5159,8/13/2015,PDR,ALL COMMUNICATION,EMAIL,8/20/2015,Agency,
P2015-5160,8/13/2015,PDR,11-230514,EMAIL,8/28/2015,Attorney,
P2015-5161,8/13/2015,PDR,15-228911,EMAIL,8/20/2015,Individual,
P2015-5163,8/13/2015,PDR,ALL DOCUMENTS,EMAIL,9/28/2015,Individual,
P2015-5164,8/13/2015,PDR,15-275327,EMAIL,10/1/2015,Attorney,
P2015-5165,8/13/2015,PDR,00-354021,COUNTER,8/27/2015,Attorney,
P2015-5166,8/13/2015,PDR,"15-65844, 15-67621",MAIL,8/20/2015,Individual,
P2015-5167,8/13/2015,PDR,15-259595,COUNTER,8/20/2015,Individual,
P2015-5168,8/13/2015,PDR,14-134515,COUNTER,8/28/2015,Individual,
P2015-5169,8/13/2015,PDR,15-271426,COUNTER,8/24/2015,Individual,
P2015-5170,8/14/2015,PDR,RECORDS,EMAIL,9/25/2015,Individual,
P2015-5171,8/14/2015,PDR,RECORD,EMAIL,8/14/2015,Individual,
P2015-5172,8/14/2015,PDR,15-219081,EMAIL,10/1/2015,Individual,
P2015-5173,8/14/2015,PDR,15-255175,EMAIL,8/21/2015,Attorney,
P2015-5174,8/14/2015,PDR,14-215332,EMAIL,8/21/2015,Attorney,
P2015-5175,8/14/2015,PDR,15-273276,EMAIL,8/21/2015,Individual,
P2015-5176,8/14/2015,PDR,14-189334,EMAIL,8/21/2015,Individual,
P2015-5177,8/14/2015,PDR,ALL INCIDENT REPORTS,COUNTER,11/2/2015,Individual,
P2015-5178,8/14/2015,PDR,15-233763,COUNTER,8/21/2015,Individual,
P2015-5179,8/14/2015,PDR,15-255022,EMAIL,10/12/2015,Attorney,
P2015-5180,8/14/2015,PDR,ARREST HISTORY,EMAIL,10/16/2015,Individual,
P2015-5181,8/14/2015,PDR,15-279759,EMAIL,8/21/2015,Individual,
P2015-5182,8/14/2015,PDR,ALL DOCUMENTS,EMAIL,-,Attorney,
P2015-5183,8/14/2015,PDR,ALL RECORDS,EMAIL,-,Attorney,
P2015-5184,8/14/2015,PDR,14-10748,EMAIL,9/18/2015,Attorney,
P2015-5185,8/17/2015,PDR,15-284563,EMAIL,8/18/2015,Media,
P2015-5187,8/17/2015,PDR,15-260735,EMAIL,8/18/2015,Individual,
P2015-5188,8/17/2015,PDR,POLICE REPORTS FROM 1995,EMAIL,8/23/2015,Individual,
P2015-5189,8/17/2015,PDR,ALL REPORTS,EMAIL,9/27/2015,Individual,
P2015-5190,8/17/2015,PDR,ALL TRAINING RECORDS,FAX,8/25/2015,Attorney,
P2015-5191,8/17/2015,PDR,15-102561,FAX,8/23/2015,Attorney,
P2015-5192,8/17/2015,PDR,15-279078,EMAIL,8/19/2015,Media,
P2015-5193,8/17/2015,PDR,15-253939,EMAIL,8/19/2015,Individual,
P2015-5194,8/17/2015,PDR,ALL 911 CALLS,EMAIL,9/30/2015,Media,
P2015-5195,8/17/2015,PDR,14-97452,EMAIL,8/23/2015,Media,
P2015-5196,8/17/2015,PDR,ARREST RECORD,EMAIL,10/27/2015,Media,
P2015-5197,8/17/2015,PDR,15-220319,EMAIL,-,Media,
P2015-5198,8/17/2015,PDR,-,MAIL,8/24/2015,Individual,
P2015-5199,8/17/2015,PDR,"ICV, AUDIO",COUNTER,9/24/2015,Individual,
P2015-5200,8/17/2015,PDR,15-283343,COUNTER,8/23/2015,Individual,
P2015-5201,8/17/2015,PDR,ALL INCIDENT REPORTS,MAIL,9/2/2015,Attorney,
P2015-5202,8/17/2015,PDR,ALL RECORDS,MAIL,-,Individual,
P2015-5203,8/17/2015,PDR,15-270717,MAIL,8/23/2015,Attorney,
P2015-5204,8/17/2015,PDR,15-264608,MAIL,8/31/2015,Attorney,
P2015-5205,8/17/2015,PDR,15-265997,MAIL,8/31/2015,Attorney,
P2015-5206,8/17/2015,PDR,15-270697,EMAIL,8/31/2015,Individual,
P2015-5207,8/17/2015,PDR,13-159148,EMAIL,8/23/2015,Attorney,
P2015-5208,8/17/2015,PDR,15-247444,EMAIL,9/13/2015,Attorney,
P2015-5210,8/17/2015,PDR,15-218622,EMAIL,9/30/2015,Media,
